ID Number,X Position,Y Position,B,Sigma 1 B,Sigma 2 B,V,Sigma 1 V,Sigma 2 V,R,Sigma 1 R,Sigma 2 R,I,Sigma 1 I,Sigma 2 I,nB,nV,nR,nI,RA,Declination ,,,,,,
6362,771.4,1040.14,13.329,0.009,0.002,12.754,0.009,0.006,12.42,0.009,0.007,12.091,0.009,0.005,12,19,12,19,40.49121,42.81352,2,41,57.89,42,48,48.7
7236,742,1190.48,13.26,0.01,0.002,12.771,0.01,0.003,12.475,0.011,0.005,12.185,0.01,0.005,9,17,9,15,40.45223,42.81813,2,41,48.54,42,49,5.3
502668,-767.88,1514.51,13.224,0.02,0,12.785,0.018,0,12.512,0.019,0,12.231,0.018,0,2,2,2,2,40.35533,43.10131,2,41,25.28,43,6,4.7
504454,1424.8,2942.65,13.251,0.021,0,12.786,0.022,0,12.479,0.021,0,12.191,0.024,0,1,2,2,2,40.00768,42.67724,2,40,1.84,42,40,38.1
504077,1416,2673.5,13.398,0.018,0,12.79,0.021,0,12.415,0.019,0,12.053,0.024,0,2,2,2,2,40.07677,42.68084,2,40,18.43,42,40,51
504057,-441.2,2662.24,13.908,0.016,0,12.801,0.019,0,12.201,0.019,0,11.635,0.018,0,3,2,2,2,40.06154,43.03174,2,40,14.77,43,1,54.3
3022,1387.87,485.54,13.383,0.011,0.002,12.816,0.01,0.002,12.477,0.011,0.003,12.124,0.01,0.001,8,17,9,14,40.63904,42.7004,2,42,33.37,42,42,1.4
1635,1287.75,265.71,13.431,0.011,0.004,12.834,0.01,0.005,12.49,0.011,0.005,12.146,0.01,0.003,9,17,9,16,40.69479,42.72059,2,42,46.75,42,43,14.1
501606,2809.82,444.68,13.834,0.016,0,12.835,0.018,0,12.306,0.02,0,11.763,0.019,0,3,2,2,2,40.66084,42.43197,2,42,38.6,42,25,55.1
2037,1368.4,327.69,13.412,0.01,0.002,12.838,0.01,0.003,12.503,0.011,0.002,12.161,0.01,0.003,9,17,9,16,40.67948,42.70499,2,42,43.08,42,42,18
2135,1524.26,342.38,13.425,0.011,0.002,12.838,0.01,0.003,12.475,0.011,0.001,12.114,0.01,0.001,8,17,9,16,40.67694,42.67546,2,42,42.46,42,40,31.7
503385,266.12,2209.88,13.902,0.017,0,12.855,0.019,0,12.252,0.019,0,11.702,0.018,0,3,2,2,2,40.18515,42.90131,2,40,44.44,42,54,4.7
503071,-600.61,1956.04,13.152,0.016,0,12.863,0.019,0,12.719,0.022,0,12.521,0.019,0,3,2,1,2,40.24262,43.06678,2,40,58.23,43,4,0.4
501886,168.68,770.93,13.841,0.011,0,12.867,0.02,0,12.285,0.011,0.004,11.744,0.018,0,6,2,6,2,40.55558,42.92904,2,42,13.34,42,55,44.6
6125,765.32,998.7,13.669,0.008,0.004,12.869,0.009,0.005,12.423,0.009,0.005,12.004,0.009,0.006,13,19,11,18,40.50184,42.81492,2,42,0.44,42,48,53.7
503173,222.55,2079.74,13.919,0.016,0,12.881,0.019,0,12.335,0.019,0,11.797,0.018,0,3,1,2,2,40.21831,42.91044,2,40,52.39,42,54,37.6
501228,900.72,0,14.026,0.016,0,12.886,0.018,0,12.261,0.018,0,11.703,0.018,0,3,2,3,2,40.76019,42.79523,2,43,2.45,42,47,42.8
503155,-393.18,2064.99,13.457,0.019,0,12.887,0.02,0,12.547,0.019,0,12.175,0.019,0,2,2,1,1,40.21637,43.02685,2,40,51.93,43,1,36.7
502584,2013.9,1435.37,13.545,0.018,0,12.892,0.021,0,12.5,0.019,0,12.193,0.024,0,2,2,3,2,40.40027,42.57628,2,41,36.06,42,34,34.6
501349,2082.12,132.73,13.565,0.016,0,12.896,0.018,0,12.499,0.02,0,12.099,0.019,0,3,2,2,2,40.73513,42.57126,2,42,56.43,42,34,16.5
200,1559.83,33.96,13.467,0.01,0.015,12.897,0.01,0.001,12.546,0.02,0,12.207,0.019,0,7,11,2,2,40.7565,42.6705,2,43,1.56,42,40,13.8
503935,2099.8,2577.06,13.562,0.018,0,12.899,0.022,0,12.507,0.022,0,12.116,0.025,0,2,2,2,2,40.10814,42.55236,2,40,25.95,42,33,8.5
7463,1624.65,1227.87,13.498,0.011,0.007,12.9,0.01,0.001,12.551,0.011,0.001,12.207,0.011,0.001,9,17,9,16,40.45019,42.65114,2,41,48.04,42,39,4.1
502135,2705.49,1025.95,13.438,0.018,0,12.913,0.02,0.078,12.592,0.02,0.013,12.246,0.019,0.006,2,2,2,3,40.51114,42.4482,2,42,2.67,42,26,53.5
501294,2502.81,56.96,13.466,0.016,0,12.915,0.018,0,12.572,0.022,0,12.221,0.019,0,3,2,1,2,40.75779,42.4922,2,43,1.87,42,29,31.9
3440,697.06,562.28,13.528,0.01,0.013,12.925,0.01,0.003,12.569,0.01,0.009,12.2,0.01,0.009,10,17,9,16,40.61373,42.83047,2,42,27.29,42,49,49.7
500309,2566.37,-647.82,13.458,0.017,0,12.95,0.019,0,12.598,0.021,0,12.239,0.019,0,2,2,2,2,40.93889,42.484,2,43,45.33,42,29,2.4
500696,188.72,-392.6,13.772,0.016,0,12.955,0.018,0,12.488,0.018,0,12.08,0.02,0,3,2,2,2,40.85608,42.93192,2,43,25.46,42,55,54.9
1094,880.59,178.35,13.707,0.01,0.003,13.001,0.01,0.004,12.58,0.01,0.004,12.186,0.01,0.006,9,17,9,15,40.7141,42.79802,2,42,51.38,42,47,52.9
503452,272.58,2261.52,13.525,0.016,0,13.006,0.02,0,12.673,0.02,0,12.295,0.02,0,3,2,2,2,40.17189,42.89973,2,40,41.25,42,53,59
502843,2285.6,1694.17,13.596,0.018,0,13.009,0.021,0,12.663,0.036,0,12.297,0.034,0,3,2,1,1,40.33627,42.52327,2,41,20.71,42,31,23.8
8543,1017.96,1424.66,13.624,0.009,0.007,13.018,0.009,0.002,12.669,0.009,0.007,12.331,0.009,0.002,12,16,10,16,40.39432,42.76451,2,41,34.64,42,45,52.2
501791,2356.87,660.55,13.941,0.017,0,13.021,0.02,0,12.509,0.019,0,12.019,0.019,0,2,1,2,2,40.60191,42.51628,2,42,24.46,42,30,58.6
501412,2670.79,200.14,14.189,0.017,0,13.053,0.02,0,12.436,0.019,0,11.834,0.019,0,2,1,2,2,40.72239,42.45965,2,42,53.37,42,27,34.7
501332,2047.29,111.07,14.126,0.016,0,13.06,0.018,0,12.477,0.019,0,11.941,0.022,0,3,2,2,1,40.74042,42.57796,2,42,57.7,42,34,40.7
6458,1170.68,1056.53,14.16,0.008,0.007,13.065,0.009,0.004,12.483,0.009,0.008,11.975,0.009,0.013,14,18,12,19,40.49037,42.73798,2,41,57.69,42,44,16.7
502263,-386.42,1138.64,14.002,0.012,0.047,13.091,0.014,0.021,12.625,0.013,0.066,12.052,0.013,0.042,5,3,4,4,40.4559,43.03165,2,41,49.42,43,1,53.9
503780,2621.02,2485.8,99.999,9.999,9.999,13.095,0.021,0,12.792,0.019,0,12.431,0.023,0,0,2,2,2,40.1365,42.45455,2,40,32.76,42,27,16.4
501893,-118.17,780.2,13.712,0.016,0,13.096,0.018,0,12.734,0.018,0,12.382,0.018,0,3,2,2,2,40.55081,42.98318,2,42,12.19,42,58,59.5
501642,-399.73,488.65,14.324,0.016,0,13.102,0.019,0,12.473,0.018,0,11.901,0.018,0,3,2,2,2,40.62385,43.03813,2,42,29.72,43,2,17.3
502057,-3.55,960.42,14.652,0.011,0.001,13.105,0.012,0.005,12.25,0.014,0.011,11.478,0.013,0.004,6,5,3,3,40.50522,42.96043,2,42,1.25,42,57,37.5
501501,-264.95,298.93,13.793,0.016,0,13.108,0.019,0,12.735,0.019,0,12.342,0.018,0,3,2,2,2,40.67398,43.01377,2,42,41.75,43,0,49.6
686,1781.68,107.96,13.713,0.01,0.022,13.117,0.01,0.002,12.76,0.02,0,12.426,0.02,0,8,10,2,2,40.73918,42.62816,2,42,57.4,42,37,41.4
5521,1667.35,902.35,13.733,0.01,0.002,13.119,0.01,0.003,12.756,0.011,0.004,12.397,0.01,0,10,15,9,14,40.53418,42.64509,2,42,8.2,42,38,42.3
501019,2413.7,-164.71,13.733,0.016,0,13.121,0.018,0,12.762,0.033,0,12.383,0.019,0,3,2,1,2,40.81394,42.51026,2,43,15.35,42,30,37
8664,1358.19,1442.36,13.939,0.01,0,13.128,0.01,0.002,12.68,0.01,0.007,12.274,0.011,0.001,10,17,10,16,40.39274,42.70012,2,41,34.26,42,42,0.4
501121,1903.45,-93.25,14.166,0.02,0,13.143,0.018,0,12.657,0.038,0,12.119,0.023,0,2,3,1,1,40.79179,42.60628,2,43,10.03,42,36,22.6
7440,1220.49,1224.68,13.765,0.01,0,13.151,0.01,0,12.788,0.01,0.002,12.433,0.011,0.002,8,17,10,13,40.44754,42.72752,2,41,47.41,42,43,39.1
503761,151.63,2470.06,13.622,0.016,0,13.155,0.026,0,12.857,0.02,0,12.577,0.02,0,3,1,1,2,40.11693,42.92113,2,40,28.06,42,55,16.1
2204,950.22,354.39,13.787,0.01,0.001,13.159,0.01,0.002,12.793,0.01,0.002,12.445,0.01,0.002,10,17,9,16,40.66931,42.78385,2,42,40.63,42,47,1.9
500532,185.45,-506.2,99.999,9.999,9.999,13.16,0.018,0,12.858,0.019,0,12.53,0.016,0,0,2,2,3,40.88538,42.93315,2,43,32.49,42,55,59.3
504414,-481.03,2911.9,13.89,0.021,0,13.165,0.026,0,12.733,0.018,0,12.354,0.02,0,2,1,2,2,39.99661,43.03746,2,39,59.19,43,2,14.8
504258,2360.25,2804.43,99.999,9.999,9.999,13.177,0.021,0,12.702,0.019,0,12.242,0.022,0,0,2,2,2,40.05236,42.50154,2,40,12.57,42,30,5.6
7812,235.32,1298.2,13.828,0.011,0.002,13.18,0.01,0.004,12.792,0.011,0.002,12.43,0.01,0.005,9,15,9,16,40.42007,42.91318,2,41,40.82,42,54,47.4
502837,191.81,1684.23,14,0.01,0.007,13.181,0.018,0,12.708,0.011,0.005,12.255,0.019,0,8,2,7,2,40.32008,42.9189,2,41,16.82,42,55,8
500705,490.82,-387.52,13.425,0.018,0,13.188,0.02,0,13.041,0.018,0,12.885,0.017,0,2,2,3,3,40.857,42.87481,2,43,25.68,42,52,29.3
501219,1383.3,-9.44,13.817,0.016,0,13.195,0.018,0,12.806,0.02,0,12.429,0.019,0,3,2,2,2,40.76631,42.7041,2,43,3.91,42,42,14.8
500760,2338.36,-349.39,13.888,0.016,0,13.198,0.019,0,12.827,0.033,0,12.397,0.019,0,3,2,1,2,40.86074,42.5255,2,43,26.58,42,31,31.8
500550,-470.4,-492.46,99.999,9.999,9.999,13.2,0.025,0,99.999,9.999,9.999,12.454,0.017,0,0,1,0,2,40.87704,43.057,2,43,30.49,43,3,25.2
6330,1457.3,1035.4,13.935,0.009,0.009,13.2,0.009,0.001,12.773,0.009,0.004,12.365,0.009,0.002,10,18,10,17,40.49823,42.68396,2,41,59.58,42,41,2.3
502743,-174.18,1595.84,14.046,0.016,0,13.223,0.023,0,12.782,0.024,0,12.295,0.019,0,3,1,2,2,40.33961,42.98862,2,41,21.51,42,59,19
500141,1583.43,-755.2,14.687,0.017,0,13.224,0.019,0,12.225,0.024,0,11.162,0.018,0,3,2,2,2,40.95953,42.67029,2,43,50.29,42,40,13.1
500817,378.37,-316.35,13.99,0.016,0,13.226,0.02,0,12.793,0.019,0,12.417,0.019,0,3,2,2,2,40.83781,42.89567,2,43,21.07,42,53,44.4
501410,2668.66,198.76,13.853,0.017,0,13.226,0.019,0,12.862,0.021,0,12.478,0.02,0,2,2,2,2,40.72272,42.46006,2,42,53.45,42,27,36.2
502166,-767.63,1053.98,14.422,0.022,0,13.23,0.022,0,12.589,0.019,0,11.977,0.025,0,2,2,2,1,40.47453,43.1042,2,41,53.89,43,6,15.1
503541,1549.67,2328.96,13.719,0.018,0,13.24,0.023,0,12.943,0.037,0,12.63,0.025,0,2,2,1,2,40.16659,42.65802,2,40,39.98,42,39,28.9
5235,697.68,851.48,13.96,0.01,0.002,13.247,0.01,0.004,12.824,0.01,0.004,12.416,0.01,0.001,10,17,9,16,40.5392,42.82861,2,42,9.41,42,49,43
501538,-324.02,351.6,14.029,0.016,0,13.251,0.019,0,12.807,0.021,0,12.376,0.018,0,3,2,2,2,40.65989,43.02463,2,42,38.37,43,1,28.7
7581,1291.16,1250.63,14.023,0.01,0.002,13.251,0.01,0.001,12.808,0.011,0.005,12.398,0.011,0.001,10,17,10,15,40.44147,42.714,2,41,45.95,42,42,50.4
500747,1321.94,-354.61,13.873,0.016,0,13.252,0.018,0,12.879,0.019,0,12.517,0.018,0,3,2,2,2,40.85463,42.71759,2,43,25.11,42,43,3.3
4551,273.4,748.73,13.948,0.01,0.002,13.254,0.01,0.003,12.853,0.011,0.004,12.468,0.01,0.001,10,17,9,16,40.56218,42.90939,2,42,14.92,42,54,33.8
503726,-458.71,2443.57,13.975,0.016,0,13.263,0.022,0,12.857,0.019,0,12.461,0.019,0,3,1,2,2,40.11789,43.0366,2,40,28.29,43,2,11.8
502852,2793.32,1701.15,13.745,0.016,0,13.282,0.022,0,13.006,0.019,0,12.688,0.024,0,3,2,2,2,40.339,42.42731,2,41,21.36,42,25,38.3
501798,2221.53,668.58,14.466,0.016,0,13.302,0.017,0,12.589,0.019,0,12,0.019,0,3,3,2,2,40.59875,42.5418,2,42,23.7,42,32,30.5
870,1472.52,143.41,13.953,0.01,0.009,13.303,0.01,0.004,12.929,0.011,0.007,12.549,0.01,0.001,10,17,7,16,40.72769,42.68638,2,42,54.64,42,41,11
503409,2113.09,2226.26,13.767,0.017,0,13.311,0.024,0,12.931,0.022,0,12.535,0.034,0,3,2,1,1,40.19824,42.55229,2,40,47.58,42,33,8.3
503633,2224.48,2381.09,13.698,0.016,0,13.323,0.027,0,13.042,0.022,0,12.757,0.025,0,3,1,2,2,40.15958,42.53018,2,40,38.3,42,31,48.7
502346,2367.83,1208.75,14.294,0.016,0,13.326,0.02,0,12.816,0.019,0,12.282,0.023,0,3,2,2,2,40.46145,42.51085,2,41,50.75,42,30,39.1
502829,2525.25,1675.37,14.211,0.016,0,13.328,0.024,0,12.862,0.02,0,12.408,0.024,0,3,2,2,2,40.34322,42.47812,2,41,22.37,42,28,41.2
500168,1784.59,-738.46,13.784,0.017,0,13.337,0.018,0,12.996,0.018,0,12.684,0.02,0,2,2,3,2,40.95664,42.63219,2,43,49.59,42,37,55.9
752,1382.18,121.47,14.087,0.01,0.003,13.35,0.01,0.003,12.925,0.011,0.001,12.506,0.01,0.001,10,17,9,16,40.73263,42.70357,2,42,55.83,42,42,12.9
10571,1010.91,1798.55,13.959,0.008,0.005,13.366,0.009,0.002,13,0.009,0.002,12.628,0.009,0.003,12,19,11,18,40.29801,42.7634,2,41,11.52,42,45,48.2
502493,-465.17,1353.52,14.008,0.016,0,13.376,0.019,0,13.007,0.018,0,12.671,0.021,0,3,2,2,2,40.39966,43.04516,2,41,35.92,43,2,42.6
503939,-53.67,2580.61,14.152,0.017,0,13.385,0.021,0,12.926,0.019,0,12.473,0.019,0,3,2,2,2,40.08641,42.95912,2,40,20.74,42,57,32.8
500265,1036.31,-669.9,14.532,0.013,0.032,13.388,0.019,0,12.674,0.017,0,12.042,0.018,0,4,2,3,3,40.93371,42.77323,2,43,44.09,42,46,23.6
6967,1275.22,1141.22,13.872,0.009,0.009,13.407,0.009,0.004,13.124,0.009,0.006,12.833,0.009,0.007,13,16,11,16,40.46947,42.7177,2,41,52.67,42,43,3.7
503803,-560.2,2503.82,13.966,0.016,0,13.417,0.018,0,13.081,0.019,0,12.733,0.019,0,3,2,2,2,40.10133,43.05535,2,40,24.32,43,3,19.3
500598,645.02,-460.15,13.991,0.016,0,13.421,0.018,0,13.088,0.022,0,12.716,0.018,0,3,2,2,2,40.87685,42.84606,2,43,30.45,42,50,45.8
501482,2054.06,277.18,13.998,0.017,0,13.422,0.025,0,13.082,0.02,0,12.741,0.02,0,2,1,2,2,40.69784,42.57573,2,42,47.48,42,34,32.6
500616,-87.64,-447.03,99.999,9.999,9.999,13.424,0.018,0,13.017,0.018,0,12.603,0.016,0,0,2,2,3,40.86811,42.98443,2,43,28.35,42,59,4
500081,806.2,1552.31,14.088,0.01,0.007,13.427,0.01,0.003,13.042,0.01,0.001,12.672,0.01,0.003,9,14,9,16,40.35958,42.80369,2,41,26.3,42,48,13.3
502351,-617.06,1216.79,14.04,0.016,0,13.43,0.018,0,13.059,0.018,0,12.679,0.017,0,3,2,2,3,40.4337,43.07473,2,41,44.09,43,4,29
5426,1396.01,885.17,14.238,0.01,0.013,13.438,0.01,0.006,12.986,0.011,0.003,12.56,0.01,0.004,10,16,9,15,40.53634,42.69646,2,42,8.72,42,41,47.3
500132,-159.15,-764.12,99.999,9.999,9.999,13.468,0.023,0,13.066,0.02,0,12.71,0.017,0,0,1,2,3,40.94953,42.99962,2,43,47.89,42,59,58.6
502307,-181.21,1178.24,13.825,0.016,0,13.474,0.019,0,13.254,0.018,0,13.017,0.019,0,3,2,2,2,40.44744,42.99263,2,41,47.39,42,59,33.5
502373,2289.67,1237.39,14.44,0.016,0,13.502,0.021,0,12.98,0.017,0,12.472,0.023,0,3,2,3,2,40.45344,42.52544,2,41,48.82,42,31,31.6
11161,913.6,1901.23,14.178,0.01,0.003,13.51,0.01,0.003,13.103,0.01,0.001,12.724,0.01,0.001,10,16,9,16,40.2707,42.78109,2,41,4.97,42,46,51.9
503752,2237.81,2464.4,14.086,0.018,0,13.513,0.022,0,13.147,0.021,0,12.785,0.033,0,3,2,2,1,40.13835,42.52708,2,40,33.2,42,31,37.5
434,1115.03,68.25,14.299,0.008,0.003,13.524,0.009,0.002,13.083,0.009,0.002,12.679,0.009,0.005,13,17,11,18,40.74426,42.75435,2,42,58.62,42,45,15.7
5357,1369.09,873.45,14.363,0.01,0.007,13.526,0.01,0,13.048,0.011,0.006,12.571,0.01,0.001,10,15,9,15,40.53913,42.70162,2,42,9.39,42,42,5.8
10418,1508.01,1766.38,14.089,0.01,0.003,13.527,0.01,0.002,13.193,0.011,0,12.857,0.011,0.001,10,18,9,16,40.31078,42.6697,2,41,14.59,42,40,10.9
502891,2030.17,1733.69,14.087,0.018,0,13.541,0.02,0,13.241,0.02,0,12.958,0.025,0,3,3,2,2,40.32386,42.57127,2,41,17.73,42,34,16.6
503411,2390.4,2228.21,14.478,0.016,0,13.545,0.02,0,13.118,0.021,0,12.543,0.025,0,3,3,2,2,40.20033,42.49989,2,40,48.08,42,29,59.6
501598,-245.09,435.74,14.576,0.016,0,13.546,0.02,0,12.995,0.018,0,12.469,0.018,0,3,2,2,2,40.63878,43.00922,2,42,33.31,43,0,33.2
501934,2561.05,822.36,14.814,0.016,0,13.546,0.017,0,12.903,0.019,0,12.318,0.018,0,3,3,2,2,40.56209,42.47673,2,42,14.9,42,28,36.2
500301,882.29,-652.81,14.903,0.016,0,13.55,0.019,0,12.81,0.018,0,12.152,0.018,0,3,2,2,2,40.92822,42.80225,2,43,42.77,42,48,8.1
6895,857.56,1127.82,14.336,0.008,0.003,13.557,0.008,0.002,13.117,0.009,0.005,12.705,0.009,0.006,13,20,11,18,40.46936,42.79669,2,41,52.65,42,47,48.1
500217,1388.89,-710.84,14.089,0.017,0,13.559,0.019,0,13.204,0.022,0,12.848,0.019,0,3,3,2,2,40.94675,42.70682,2,43,47.22,42,42,24.6
8311,1618.6,1382.82,14.271,0.01,0.001,13.574,0.01,0.002,13.174,0.011,0.001,12.79,0.011,0.001,10,17,9,16,40.41032,42.6513,2,41,38.48,42,39,4.7
500392,243.62,-588.51,99.999,9.999,9.999,13.586,0.018,0,13.044,0.018,0,12.502,0.017,0,0,2,2,2,40.90705,42.92259,2,43,37.69,42,55,21.3
504322,591.94,2844.22,14.117,0.016,0,13.588,0.017,0,13.271,0.019,0,12.945,0.017,0,3,2,2,3,40.02476,42.83528,2,40,5.94,42,50,7
500609,1723.85,-454.22,14.345,0.016,0,13.593,0.018,0,13.131,0.018,0,12.697,0.02,0,3,2,3,2,40.88318,42.64218,2,43,31.96,42,38,31.8
4971,1233.49,811.19,14.319,0.01,0.005,13.613,0.009,0.004,13.213,0.011,0.002,12.831,0.01,0.003,10,18,9,14,40.55402,42.72762,2,42,12.97,42,43,39.4
2729,1481.16,443.78,14.51,0.01,0.001,13.625,0.01,0.004,13.124,0.011,0.001,12.658,0.01,0,10,18,9,16,40.65053,42.68301,2,42,36.13,42,40,58.9
501014,2179.42,-170.07,14.161,0.016,0,13.627,0.019,0,13.323,0.026,0,13.003,0.022,0,3,2,2,2,40.81357,42.55456,2,43,15.26,42,33,16.4
501079,1411.03,-130.07,14.184,0.016,0,13.637,0.018,0,13.301,0.032,0,12.969,0.022,0,3,2,1,2,40.79754,42.69953,2,43,11.41,42,41,58.3
2431,995.6,395.7,14.639,0.01,0.005,13.661,0.01,0.003,13.114,0.01,0.004,12.591,0.01,0.001,10,17,9,16,40.65903,42.77504,2,42,38.17,42,46,30.1
9243,1653.03,1551.44,14.384,0.01,0.002,13.662,0.01,0.002,13.246,0.011,0.001,12.857,0.011,0.001,9,17,9,16,40.3673,42.64371,2,41,28.15,42,38,37.4
5091,617.99,830.11,14.202,0.01,0.001,13.663,0.01,0.005,13.336,0.011,0.005,12.994,0.01,0.001,9,17,9,16,40.54405,42.84379,2,42,10.57,42,50,37.7
5765,1873.88,935.07,14.573,0.009,0.003,13.706,0.009,0.003,13.192,0.01,0.006,12.703,0.009,0.004,12,18,11,15,40.5275,42.60587,2,42,6.6,42,36,21.1
501584,-173.02,412.3,14.192,0.018,0,13.706,0.019,0,13.425,0.016,0,13.116,0.021,0,2,2,3,2,40.64541,42.99574,2,42,34.9,42,59,44.7
502140,2163.91,1031.16,14.346,0.012,0.002,13.715,0.013,0.005,13.358,0.013,0.013,12.977,0.015,0.014,6,6,5,5,40.50526,42.55048,2,42,1.26,42,33,1.7
501841,2268.56,710.09,14.206,0.017,0,13.718,0.017,0,13.436,0.021,0,13.14,0.019,0,3,3,2,3,40.58848,42.53267,2,42,21.24,42,31,57.6
501787,1055.12,658.12,99.999,9.999,9.999,13.72,0.024,0,13.128,0.022,0,12.61,0.02,0.012,0,1,2,2,40.59195,42.76224,2,42,22.07,42,45,44.1
7835,1879.23,1302.64,14.394,0.011,0.046,13.721,0.01,0.007,13.307,0.011,0.002,12.894,0.011,0.001,8,16,8,13,40.43317,42.60257,2,41,43.96,42,36,9.2
503299,34.25,2160.8,14.189,0.016,0,13.732,0.017,0,13.448,0.02,0,13.146,0.019,0,3,3,2,2,40.19563,42.94545,2,40,46.95,42,56,43.6
500123,2836.95,-770.31,14.422,0.031,0,13.737,0.043,0,99.999,9.999,9.999,99.999,9.999,9.999,1,1,0,0,40.97217,42.43351,2,43,53.32,42,26,0.6
500389,988.29,-589.51,14.723,0.016,0,13.737,0.019,0,13.202,0.018,0,12.705,0.018,0,3,2,2,2,40.91267,42.78189,2,43,39.04,42,46,54.8
7343,647.45,1205.18,14.989,0.01,0.001,13.741,0.009,0.004,13.048,0.011,0.008,12.387,0.01,0.003,10,18,9,16,40.44763,42.8359,2,41,47.43,42,50,9.3
503356,-215.21,2195.95,14.644,0.017,0,13.744,0.02,0,13.234,0.017,0,12.758,0.02,0,3,2,3,2,40.1842,42.99233,2,40,44.21,42,59,32.4
501864,2433.62,747.77,14.475,0.016,0,13.745,0.017,0,13.332,0.018,0,12.948,0.019,0,3,3,3,2,40.58017,42.50125,2,42,19.24,42,30,4.5
502990,-628.66,1857.41,14.276,0.016,0,13.745,0.017,0,13.429,0.019,0,13.08,0.017,0,3,3,2,3,40.26787,43.07274,2,41,4.29,43,4,21.9
502727,81.82,1575.64,14.867,0.016,0,13.748,0.017,0,13.153,0.019,0,12.595,0.019,0,3,3,2,2,40.34712,42.94039,2,41,23.31,42,56,25.4
500975,1049.4,-197.61,14.304,0.011,0.006,13.755,0.012,0.001,13.42,0.013,0.018,13.077,0.012,0.015,6,5,4,5,40.81221,42.76823,2,43,14.93,42,46,5.6
500234,308.42,-698.16,99.999,9.999,9.999,13.758,0.019,0,13.365,0.02,0,12.945,0.018,0,0,2,2,2,40.93582,42.91092,2,43,44.6,42,54,39.3
503578,1368.3,2348.32,15.084,0.017,0,13.769,0.022,0,12.966,0.029,0,12.231,0.026,0,3,3,1,2,40.1599,42.69215,2,40,38.38,42,41,31.7
500238,2505.47,-696.16,14.463,0.018,0,13.769,0.017,0,13.347,0.021,0,12.94,0.019,0,2,3,2,2,40.95085,42.49576,2,43,48.2,42,29,44.7
500577,2671.77,-473.98,14.371,0.016,0,13.784,0.017,0,13.42,0.018,0,13.052,0.02,0,3,3,3,2,40.8951,42.46317,2,43,34.82,42,27,47.4
6730,373.47,1100.64,14.56,0.008,0.004,13.784,0.008,0.002,13.36,0.009,0.004,12.964,0.009,0.001,13,20,11,18,40.47223,42.88832,2,41,53.34,42,53,18
6211,359.46,1013.42,14.189,0.008,0.001,13.792,0.008,0.003,13.549,0.009,0.004,13.293,0.008,0.007,13,20,11,20,40.49461,42.89151,2,41,58.71,42,53,29.4
503550,2274.89,2335.38,14.372,0.02,0,13.793,0.02,0,13.494,0.035,0,13.142,0.022,0,2,3,1,3,40.17178,42.52098,2,40,41.23,42,31,15.5
501254,485.29,20.31,14.556,0.017,0,13.802,0.02,0,13.3,0.016,0,12.846,0.019,0,3,2,3,2,40.75177,42.87361,2,43,0.43,42,52,25
503306,2552.84,2164.87,14.74,0.016,0,13.805,0.02,0,13.264,0.02,0,12.721,0.023,0,3,3,2,2,40.21807,42.46964,2,40,52.34,42,28,10.7
3219,1148.16,521.29,14.326,0.009,0.008,13.807,0.009,0.003,13.493,0.009,0.001,13.185,0.009,0.007,12,18,11,19,40.62792,42.74548,2,42,30.7,42,44,43.7
504161,922.72,2736.36,14.912,0.016,0,13.811,0.017,0,13.219,0.019,0,12.654,0.019,0,3,3,2,2,40.05579,42.77357,2,40,13.39,42,46,24.9
501640,2589.48,487.42,14.946,0.016,0,13.819,0.017,0,13.226,0.021,0,12.628,0.019,0,3,3,2,2,40.64815,42.47335,2,42,35.56,42,28,24.1
7772,1547.15,1288.57,14.87,0.01,0.009,13.827,0.01,0.002,13.261,0.011,0,12.737,0.011,0.002,10,18,9,16,40.43392,42.6654,2,41,44.14,42,39,55.4
503113,2057.47,2018.88,14.352,0.016,0,13.833,0.019,0,13.532,0.017,0,13.196,0.021,0,3,3,3,3,40.25093,42.56421,2,41,0.22,42,33,51.2
501582,168.88,410.57,14.586,0.01,0,13.846,0.02,0,13.389,0.018,0,12.946,0.018,0,8,2,2,2,40.6486,42.93115,2,42,35.66,42,55,52.2
502663,1074.66,1512.84,99.999,9.999,9.999,13.849,0.024,0,13.631,0.044,0,13.31,0.036,0,0,2,1,1,40.37212,42.75323,2,41,29.31,42,45,11.6
7656,1340.18,1264.73,15.073,0.01,0.008,13.861,0.01,0.004,13.222,0.011,0.002,12.667,0.011,0,9,18,8,15,40.43827,42.70465,2,41,45.18,42,42,16.7
504010,2463.2,2623.95,99.999,9.999,9.999,13.862,0.019,0,13.382,0.019,0,12.907,0.022,0,0,3,2,2,40.09961,42.48338,2,40,23.91,42,29,0.2
503995,1382.57,2618.19,14.495,0.016,0,13.88,0.019,0,13.498,0.019,0,13.126,0.022,0,3,3,2,3,40.09066,42.68755,2,40,21.76,42,41,15.2
501819,2415.86,690.56,15.006,0.016,0,13.892,0.017,0,13.317,0.02,0,12.745,0.022,0,3,3,2,1,40.59469,42.50495,2,42,22.73,42,30,17.8
503621,-692.81,2372.57,14.498,0.021,0,13.894,0.021,0,13.525,0.019,0,13.154,0.018,0,1,2,2,2,40.134,43.08132,2,40,32.16,43,4,52.8
501317,2118.26,86.46,14.422,0.017,0,13.894,0.017,0,13.562,0.021,0,13.22,0.023,0,3,3,2,1,40.74728,42.56469,2,42,59.35,42,33,52.9
