ID Number,X Position,Y Position,B,Sigma 1 B,Sigma 2 B,V,Sigma 1 V,Sigma 2 V,R,Sigma 1 R,Sigma 2 R,I,Sigma 1 I,Sigma 2 I,nB,nV,nR,nI,RA,Declination ,,,,,,
7783,1556.19,1290.96,19.136,0.022,0.031,18.417,0.014,0.003,17.947,0.014,0.017,17.502,0.013,0.021,9,17,10,17,40.43338,42.66367,2,41,44.01,42,39,49.2
3386,1668.2,552.6,19.053,0.02,0.009,18.418,0.013,0.009,17.974,0.014,0.045,17.619,0.013,0.008,9,17,9,16,40.62406,42.64703,2,42,29.77,42,38,49.3
10931,601.9,1861.36,19.92,0.082,0,18.422,0.014,0.012,17.393,0.012,0.002,16.359,0.011,0.007,1,16,10,17,40.27812,42.84025,2,41,6.75,42,50,24.9
500440,878.67,-553.16,19.07,0.041,0,18.423,0.06,0,18.028,0.023,0,17.617,0.025,0,2,1,2,3,40.90252,42.80241,2,43,36.6,42,48,8.7
503386,2145.68,2210.02,19.551,0.053,0,18.423,0.029,0,17.752,0.025,0,17.173,0.026,0,2,3,2,2,40.20271,42.54625,2,40,48.65,42,32,46.5
502767,2649.4,1622.12,19.141,0.034,0,18.423,0.028,0,18.014,0.026,0,17.511,0.024,0,2,2,2,3,40.35796,42.45502,2,41,25.91,42,27,18.1
502909,-210.87,1756.75,18.906,0.039,0,18.424,0.028,0,18.099,0.025,0,17.748,0.034,0,2,2,2,2,40.29771,42.99449,2,41,11.45,42,59,40.2
502167,85.37,1054.43,19.715,0.036,0.123,18.424,0.026,0.034,17.605,0.014,0.019,16.862,0.014,0.003,3,3,5,6,40.4817,42.94304,2,41,55.61,42,56,35
503603,802.33,2362.67,19.446,0.062,0,18.424,0.028,0,17.73,0.022,0,17.153,0.023,0,1,2,3,3,40.15084,42.79896,2,40,36.2,42,47,56.3
502510,2790.85,1367.61,19.147,0.043,0,18.426,0.029,0,17.924,0.022,0,17.471,0.03,0,2,2,2,2,40.42437,42.42993,2,41,41.85,42,25,47.7
500720,2514.81,-370.45,19.732,0.065,0,18.427,0.029,0,17.713,0.023,0,17.068,0.023,0,1,2,3,3,40.86743,42.49228,2,43,28.18,42,29,32.2
500176,1307,-735.36,19.127,0.042,0,18.428,0.032,0,17.931,0.024,0,17.465,0.026,0,2,2,3,2,40.95248,42.72242,2,43,48.6,42,43,20.7
503606,2509.66,2364.81,99.999,9.999,9.999,18.428,0.029,0,17.763,0.022,0,17.187,0.025,0,0,2,3,3,40.16644,42.47642,2,40,39.95,42,28,35.1
500806,856.3,-323.55,19.65,0.098,0,18.428,0.047,0,17.545,0.021,0,16.757,0.019,0,1,1,3,3,40.8432,42.80541,2,43,22.37,42,48,19.5
502397,-34.21,1263.78,20.126,0.086,0,18.429,0.027,0,17.327,0.019,0,16.071,0.019,0,1,2,3,3,40.42662,42.96432,2,41,42.39,42,57,51.5
7281,1338.12,1196.58,19.505,0.025,0.01,18.429,0.012,0.013,17.85,0.012,0.042,17.28,0.011,0.011,8,19,11,20,40.45577,42.70547,2,41,49.39,42,42,19.7
500467,744.43,-536.43,19.345,0.038,0,18.43,0.047,0,18.106,0.022,0,17.625,0.024,0,2,1,2,2,40.89724,42.82769,2,43,35.34,42,49,39.7
502885,-327.14,1730.06,19.122,0.04,0,18.43,0.026,0,17.996,0.024,0,17.534,0.028,0,2,2,2,2,40.30355,43.01663,2,41,12.85,43,0,59.9
502041,52.45,944.03,19.791,0.042,0.127,18.431,0.025,0.004,17.754,0.015,0.029,17.13,0.015,0.004,2,3,6,6,40.50992,42.94995,2,42,2.38,42,56,59.8
501196,1923.99,-33.41,19.529,0.064,0,18.431,0.06,0,17.694,0.095,0,17.191,0.056,0,1,1,1,2,40.77657,42.60207,2,43,6.38,42,36,7.4
502913,-44.42,1764.43,19.051,0.039,0,18.432,0.025,0,18.071,0.021,0,17.705,0.026,0,2,2,2,2,40.29724,42.96299,2,41,11.34,42,57,46.8
501355,-340.52,142.14,19.941,0.071,0,18.432,0.044,0,17.523,0.021,0,16.533,0.02,0,1,2,3,3,40.71391,43.02895,2,42,51.34,43,1,44.2
500412,1892.64,-573.25,19.589,0.049,0,18.433,0.026,0,17.643,0.022,0,16.896,0.022,0,2,2,3,3,40.91497,42.61092,2,43,39.59,42,36,39.3
501087,1091.37,-118.97,19.392,0.025,0.306,18.433,0.025,0.047,18.041,0.018,0.42,17.63,0.018,0.392,4,3,4,4,40.79228,42.75987,2,43,10.15,42,45,35.5
500829,558.4,-307.1,19.419,0.048,0,18.433,0.065,0,17.886,0.021,0,17.376,0.022,0,2,1,3,2,40.83676,42.86161,2,43,20.82,42,51,41.8
500724,-122.39,-368.79,99.999,9.999,9.999,18.434,0.046,0,18.05,0.033,0,17.489,0.026,0,0,1,2,3,40.84763,42.99058,2,43,23.43,42,59,26.1
501034,1583,-156.05,19.549,0.05,0,18.437,0.028,0,17.774,0.024,0,17.242,0.027,0,1,2,2,2,40.80551,42.66718,2,43,13.32,42,40,1.8
500803,1569.52,-323.83,19.028,0.036,0,18.438,0.03,0,18.017,0.025,0,17.601,0.024,0,2,2,2,2,40.84854,42.67064,2,43,23.65,42,40,14.3
501895,2383.87,783.89,18.983,0.034,0,18.439,0.031,0,18.096,0.024,0,17.707,0.025,0,2,2,2,3,40.5705,42.51044,2,42,16.92,42,30,37.6
503105,2811.88,2008.47,99.999,9.999,9.999,18.439,0.041,0,17.354,0.033,0,16.109,0.028,0,0,2,2,2,40.2605,42.42177,2,41,2.52,42,25,18.4
501398,2576.74,183.46,19.749,0.063,0,18.44,0.026,0,17.701,0.044,0,17.025,0.025,0,1,2,1,3,40.72593,42.47751,2,42,54.22,42,28,39
503838,2462.96,2526.18,99.999,9.999,9.999,18.44,0.029,0,17.685,0.021,0,17.047,0.024,0,0,2,2,3,40.12466,42.48412,2,40,29.92,42,29,2.8
501038,1295.17,-155.22,19.211,0.041,0,18.44,0.027,0,17.978,0.027,0,17.557,0.03,0,2,2,2,2,40.80314,42.72156,2,43,12.75,42,43,17.6
3848,226.22,628.59,19.215,0.021,0.005,18.44,0.015,0.016,17.993,0.014,0.011,17.553,0.012,0.014,9,16,10,17,40.59279,42.91903,2,42,22.27,42,55,8.5
502924,2407.04,1776.14,19.713,0.068,0,18.442,0.031,0,17.701,0.024,0,17.016,0.025,0,1,2,3,3,40.31635,42.49979,2,41,15.92,42,29,59.3
504094,18.54,2683.66,19.126,0.05,0,18.442,0.026,0,18.014,0.025,0,17.63,0.025,0,2,2,2,3,40.06051,42.94475,2,40,14.52,42,56,41.1
503913,229.28,2564.79,19.862,0.072,0,18.444,0.028,0,17.5,0.021,0,16.498,0.019,0,1,2,3,3,40.09324,42.90579,2,40,22.38,42,54,20.8
11597,209.27,1986.93,18.973,0.02,0.026,18.448,0.015,0.015,18.071,0.015,0.005,17.752,0.014,0.012,8,14,9,13,40.24213,42.91357,2,40,58.11,42,54,48.9
501319,2765.91,88.06,19.282,0.034,0,18.45,0.027,0,18.014,0.023,0,17.546,0.025,0,2,2,2,2,40.75183,42.44231,2,43,0.44,42,26,32.3
500858,626.39,-288.88,19.967,0.072,0,18.45,0.047,0,17.27,0.02,0,15.776,0.018,0,1,1,3,3,40.83256,42.84866,2,43,19.82,42,50,55.2
501255,983.89,20.4,99.999,9.999,9.999,18.451,0.052,0,17.295,0.019,0,16.081,0.018,0,0,1,3,3,40.75558,42.7794,2,43,1.34,42,46,45.8
501197,1167.42,-31.35,19.976,0.054,0.145,18.452,0.024,0.035,17.337,0.018,0.002,16.162,0.014,0.002,2,3,5,5,40.7703,42.74501,2,43,4.87,42,44,42
500738,1136.35,-360.98,20.032,0.054,0.149,18.453,0.025,0.057,17.411,0.014,0.01,16.182,0.013,0.02,2,3,6,5,40.85491,42.75269,2,43,25.18,42,45,9.7
2476,1150.35,399.61,20.045,0.061,0.325,18.455,0.02,0.02,17.754,0.019,0.02,16.942,0.036,0.057,2,13,9,3,40.65926,42.74578,2,42,38.22,42,44,44.8
500317,355.36,-645.01,99.999,9.999,9.999,18.455,0.045,0,17.37,0.019,0,16.009,0.018,0,0,1,3,3,40.92244,42.90178,2,43,41.38,42,54,6.4
500235,1867.8,-697.86,19.095,0.04,0,18.456,0.026,0,18.049,0.024,0,17.687,0.025,0,2,2,2,2,40.9468,42.61626,2,43,47.23,42,36,58.5
5290,1414,860.71,19.263,0.025,0.039,18.456,0.014,0.002,18.046,0.014,0.032,17.595,0.013,0.007,8,17,10,17,40.54278,42.69321,2,42,10.27,42,41,35.6
501998,-159.13,904.17,19.815,0.056,0.104,18.457,0.025,0.03,17.578,0.015,0.034,16.789,0.014,0.022,2,3,6,6,40.51844,42.99017,2,42,4.42,42,59,24.6
501193,2127.63,-37.15,19.021,0.043,0,18.457,0.026,0,18.135,0.032,0,17.729,0.032,0,1,2,2,2,40.77908,42.56361,2,43,6.98,42,33,49
10943,497.96,1863.43,18.959,0.02,0.013,18.457,0.014,0.009,18.104,0.015,0.021,17.745,0.013,0.003,9,17,9,16,40.27664,42.85987,2,41,6.39,42,51,35.5
501080,2717.46,-126.94,19.244,0.036,0,18.457,0.03,0,17.993,0.026,0,17.524,0.025,0,2,2,2,3,40.80653,42.45266,2,43,13.57,42,27,9.6
502607,2330.68,1455.46,19.128,0.035,0,18.458,0.033,0,18.05,0.028,0,17.678,0.031,0,2,2,2,2,40.39788,42.5163,2,41,35.49,42,30,58.7
501706,2786.9,553.96,19.181,0.043,0,18.459,0.026,0,18.004,0.024,0,17.548,0.025,0,2,2,2,2,40.63268,42.43566,2,42,31.84,42,26,8.4
10282,827.37,1739.13,19.878,0.081,0,18.461,0.014,0.012,17.548,0.013,0.024,16.719,0.011,0.005,1,16,10,17,40.31165,42.79846,2,41,14.8,42,47,54.5
503459,-346.14,2267.71,19.124,0.052,0,18.464,0.028,0,18.091,0.032,0,17.666,0.028,0,2,2,2,2,40.16442,43.01657,2,40,39.46,43,0,59.7
503260,953.24,2140.97,99.999,9.999,9.999,18.465,0.028,0,17.516,0.021,0,16.599,0.019,0,0,2,3,3,40.20934,42.77198,2,40,50.24,42,46,19.1
503225,302.12,2119.31,19.254,0.043,0,18.465,0.028,0,18.027,0.027,0,17.617,0.027,0,2,2,2,2,40.20885,42.89513,2,40,50.12,42,53,42.5
652,1028.1,102.87,19.067,0.021,0.029,18.465,0.015,0.01,18.077,0.015,0.001,17.682,0.013,0.018,9,16,9,16,40.73468,42.77058,2,42,56.32,42,46,14.1
728,1757.97,116.29,19.043,0.019,0.004,18.465,0.014,0.009,18.109,0.015,0.012,17.75,0.014,0.025,9,17,9,16,40.73686,42.6326,2,42,56.85,42,37,57.3
502700,-177.3,1550.16,19.467,0.067,0,18.465,0.029,0,17.913,0.024,0,17.373,0.022,0,1,2,3,3,40.35139,42.98951,2,41,24.33,42,59,22.2
7710,1366.47,1275.54,19.481,0.028,0.061,18.465,0.014,0.007,17.857,0.014,0.026,17.334,0.012,0.004,6,17,9,16,40.43571,42.69962,2,41,44.57,42,41,58.6
500199,-9.53,-720.37,99.999,9.999,9.999,18.466,0.053,0,17.852,0.021,0,17.263,0.021,0,0,1,3,3,40.93929,42.97112,2,43,45.43,42,58,16
502128,2384.43,1020.17,19.083,0.078,0,18.469,0.055,0,99.999,9.999,9.999,99.999,9.999,9.999,1,1,0,0,40.50993,42.50889,2,42,2.38,42,30,32
504229,-66.27,2782.36,19.947,0.1,0,18.47,0.032,0,17.374,0.022,0,16.134,0.019,0,1,2,3,3,40.0342,42.96006,2,40,8.21,42,57,36.2
502320,2810.92,1191.72,19.404,0.046,0.021,18.47,0.027,0.033,17.955,0.02,0.001,17.452,0.025,0.019,2,4,6,3,40.46958,42.42725,2,41,52.7,42,25,38.1
5440,1451.44,889.39,19.022,0.019,0.02,18.47,0.013,0.029,18.121,0.015,0.002,17.746,0.013,0.021,8,17,9,17,40.53572,42.68596,2,42,8.57,42,41,9.5
502887,2478.03,1730.86,19.626,0.058,0,18.471,0.029,0,17.76,0.023,0,16.995,0.029,0,1,2,3,2,40.32858,42.48668,2,41,18.86,42,29,12
502463,2141.81,1322.11,19.306,0.045,0,18.472,0.029,0,18.065,0.023,0,17.599,0.026,0,2,2,2,2,40.43044,42.55284,2,41,43.3,42,33,10.2
500034,148.48,563.28,18.946,0.021,0.011,18.472,0.017,0.007,18.085,0.015,0.013,17.733,0.027,0,7,10,7,3,40.60902,42.93411,2,42,26.16,42,56,2.8
500794,414.88,-328.46,20.004,0.08,0,18.472,0.057,0,17.618,0.021,0,16.812,0.02,0,1,1,3,3,40.8412,42.88884,2,43,21.89,42,53,19.8
501054,1585.68,-145.44,19.668,0.057,0,18.472,0.027,0,17.719,0.023,0,17.067,0.023,0,1,2,3,3,40.80281,42.66661,2,43,12.67,42,39,59.8
503585,-82.36,2352.18,19.359,0.05,0,18.472,0.033,0,17.935,0.023,0,17.412,0.025,0,2,2,3,2,40.14511,42.96615,2,40,34.83,42,57,58.2
503200,2775.45,2095.22,99.999,9.999,9.999,18.474,0.029,0,18.143,0.028,0,17.742,0.025,0,0,2,2,2,40.23796,42.42806,2,40,57.11,42,25,41
3650,357.92,594.82,18.986,0.019,0.017,18.475,0.015,0.006,18.073,0.015,0.029,17.73,0.013,0.003,9,16,9,16,40.60258,42.89435,2,42,24.62,42,53,39.7
503713,2102.41,2434.03,19.327,0.045,0,18.476,0.032,0,17.961,0.023,0,17.471,0.034,0,1,2,2,3,40.14485,42.55287,2,40,34.76,42,33,10.3
910,1278.21,147.99,19.331,0.023,0.001,18.477,0.014,0.004,17.986,0.014,0.013,17.484,0.013,0.007,7,17,9,16,40.725,42.72307,2,42,54,42,43,23
8650,416.25,1440.03,19.28,0.022,0.011,18.477,0.013,0.009,18.058,0.014,0.042,17.621,0.013,0.021,8,17,9,16,40.38507,42.87809,2,41,32.42,42,52,41.1
503899,2280.59,2558.6,99.999,9.999,9.999,18.478,0.035,0,17.713,0.021,0,17.044,0.026,0,0,2,3,3,40.1146,42.51834,2,40,27.51,42,31,6
9589,1969.32,1608.99,19.474,0.027,0.009,18.479,0.015,0.012,17.873,0.014,0,17.338,0.013,0.006,6,15,9,16,40.35532,42.58358,2,41,25.28,42,35,0.9
500237,-45.84,-696.99,99.999,9.999,9.999,18.479,0.057,0,17.932,0.022,0,17.436,0.025,0,0,1,3,2,40.93299,42.97786,2,43,43.92,42,58,40.3
9757,748.65,1641.83,19.612,0.029,0.023,18.481,0.014,0.016,17.75,0.013,0.01,17.121,0.011,0.001,9,17,10,17,40.33601,42.81398,2,41,20.64,42,48,50.3
10814,1192.14,1837.74,19.921,0.04,0.012,18.482,0.014,0,17.317,0.012,0.015,15.924,0.01,0.001,5,17,10,17,40.28957,42.7289,2,41,9.5,42,43,44
504216,2779.45,2776.73,99.999,9.999,9.999,18.482,0.028,0,18.188,0.027,0,17.758,0.029,0,0,2,2,3,40.06354,42.42256,2,40,15.25,42,25,21.2
503214,2639.96,2107.89,18.912,0.037,0,18.483,0.027,0,18.114,0.024,0,17.732,0.027,0,2,2,2,2,40.23346,42.45357,2,40,56.03,42,27,12.9
500568,1685.71,-479.47,19.834,0.044,0,18.483,0.028,0,17.636,0.022,0,16.864,0.022,0,1,2,3,3,40.88939,42.64952,2,43,33.45,42,38,58.3
500065,172.93,1231.54,99.999,9.999,9.999,18.484,0.017,0.009,17.683,0.013,0.002,16.936,0.022,0,0,10,8,3,40.43674,42.92539,2,41,44.82,42,55,31.4
503491,-153.77,2295.58,19.081,0.054,0,18.485,0.031,0,18.145,0.024,0,17.767,0.025,0,1,2,2,3,40.15905,42.98004,2,40,38.17,42,58,48.1
502484,2495.09,1344.08,19.231,0.044,0,18.485,0.028,0,18.065,0.023,0,17.638,0.025,0,1,2,3,2,40.42785,42.48596,2,41,42.68,42,29,9.4
501987,-687.66,894.35,99.999,9.999,9.999,18.487,0.064,0,17.793,0.046,0,17.301,0.025,0,0,1,1,2,40.51652,43.09008,2,42,3.97,43,5,24.3
503396,-43.78,2215.86,18.977,0.035,0,18.487,0.029,0,18.17,0.024,0,17.843,0.03,0,2,2,3,2,40.18068,42.95981,2,40,43.36,42,57,35.3
1727,236.82,278.81,19.84,0.072,0,18.487,0.015,0.004,17.639,0.013,0.02,16.92,0.011,0.002,1,15,10,17,40.68315,42.91908,2,42,43.96,42,55,8.7
5629,639.61,916.52,19.625,0.027,0.026,18.487,0.013,0.01,17.75,0.011,0.02,17.131,0.011,0.005,7,18,12,20,40.52196,42.83918,2,42,5.27,42,50,21.1
4961,1287.23,810.15,19.36,0.023,0.016,18.489,0.014,0.018,18.05,0.015,0.029,17.65,0.013,0.024,8,17,9,16,40.55474,42.71747,2,42,13.14,42,43,2.9
504334,263.26,2849.33,19.234,0.06,0,18.49,0.028,0,17.918,0.022,0,17.405,0.023,0,1,2,3,3,40.02018,42.89732,2,40,4.84,42,53,50.4
500070,172.48,1272.65,19.204,0.025,0.056,18.491,0.015,0.004,18.096,0.016,0.014,17.646,0.028,0,7,10,6,2,40.42612,42.92521,2,41,42.27,42,55,30.8
503947,1826.48,2586.89,19.676,0.055,0,18.492,0.028,0,17.779,0.021,0,17.161,0.025,0,1,2,3,3,40.10299,42.60392,2,40,24.72,42,36,14.1
501188,1785.19,-43.05,19.629,0.047,0,18.493,0.026,0,17.931,0.024,0,17.346,0.024,0,2,2,2,3,40.778,42.62835,2,43,6.72,42,37,42.1
501581,47.63,408.33,19.665,0.052,0,18.493,0.05,0,17.729,0.021,0,17.157,0.021,0,2,1,3,3,40.64821,42.95408,2,42,35.57,42,57,14.7
504377,249.09,2874.4,19.117,0.058,0,18.495,0.031,0,18.029,0.024,0,17.622,0.025,0,1,2,2,2,40.01358,42.89982,2,40,3.26,42,53,59.3
503599,17.22,2360.79,19.202,0.043,0,18.496,0.032,0,18.058,0.028,0,17.679,0.028,0,2,2,2,2,40.14384,42.94728,2,40,34.52,42,56,50.2
2772,1331.19,447.62,18.985,0.019,0.044,18.496,0.013,0.01,18.144,0.015,0.001,17.788,0.014,0.009,9,17,9,16,40.64834,42.71133,2,42,35.6,42,42,40.8
501020,211.4,-164.05,20.172,0.079,0,18.498,0.059,0,17.484,0.02,0,16.507,0.018,0,1,1,3,3,40.79725,42.92639,2,43,11.34,42,55,35
500316,523.52,-645.34,20.097,0.093,0,18.498,0.059,0,17.555,0.021,0,16.562,0.019,0,1,1,3,3,40.92373,42.87,2,43,41.69,42,52,12
501983,-159.32,891.85,19.405,0.032,0,18.502,0.024,0.013,17.95,0.016,0.041,17.378,0.016,0.022,3,3,5,5,40.52162,42.99028,2,42,5.19,42,59,25
281,1855.35,43.42,19.008,0.022,0.043,18.503,0.015,0.01,18.169,0.017,0.029,17.786,0.016,0,6,12,6,11,40.75632,42.61461,2,43,1.52,42,36,52.6
504319,818.28,2843.2,19.439,0.06,0,18.503,0.028,0,17.967,0.025,0,17.465,0.025,0,1,2,2,3,40.02726,42.79253,2,40,6.54,42,47,33.1
503553,-291.77,2335.93,19.129,0.037,0,18.503,0.028,0,18.134,0.029,0,17.719,0.027,0,2,2,2,3,40.14731,43.00582,2,40,35.35,43,0,21
502198,-6.79,1081.93,19.105,0.029,0.006,18.503,0.025,0.012,18.107,0.017,0.038,17.719,0.019,0.011,4,3,5,3,40.47381,42.96028,2,41,53.72,42,57,37
500423,2300.28,-566.12,19.096,0.036,0,18.503,0.029,0,18.089,0.023,0,17.702,0.026,0,2,2,3,2,40.91605,42.53385,2,43,39.85,42,32,1.9
501383,2412.61,167.51,19.175,0.04,0,18.503,0.027,0,18.011,0.025,0,17.611,0.032,0,2,2,3,2,40.72876,42.50861,2,42,54.9,42,30,31
10295,1332.6,1742.21,20.019,0.077,0,18.504,0.014,0.011,17.461,0.013,0.001,16.405,0.011,0.002,1,17,10,17,40.31541,42.703,2,41,15.7,42,42,10.8
5281,242.34,858.58,19.064,0.019,0.034,18.505,0.015,0.005,18.15,0.014,0.001,17.756,0.013,0.011,9,16,10,16,40.53357,42.91459,2,42,8.06,42,54,52.5
502111,2332.37,1005.63,19.313,0.031,0.009,18.506,0.02,0.021,18.058,0.018,0.065,17.561,0.018,0,4,4,4,4,40.51322,42.51881,2,42,3.17,42,31,7.7
500855,2296.36,-292.27,19.05,0.04,0,18.507,0.027,0,18.161,0.026,0,17.817,0.029,0,2,2,2,2,40.84579,42.53313,2,43,22.99,42,31,59.3
500486,710.1,-527.16,19.936,0.053,0,18.507,0.063,0,17.329,0.021,0,16.163,0.018,0,2,1,3,3,40.8946,42.83412,2,43,34.7,42,50,2.8
502194,2772.59,1078.89,19.193,0.031,0.045,18.508,0.022,0.019,18.151,0.021,0.034,17.728,0.023,0.05,4,4,4,5,40.49814,42.43519,2,41,59.55,42,26,6.7
500220,2482.25,-710.24,19.69,0.051,0,18.511,0.028,0,17.864,0.023,0,17.302,0.027,0,2,2,3,2,40.9543,42.50022,2,43,49.03,42,30,0.8
503669,1450.23,2403.16,19.141,0.035,0,18.511,0.029,0,18.108,0.022,0,17.656,0.024,0,2,2,2,2,40.14658,42.67629,2,40,35.18,42,40,34.6
10545,1659.75,1793.72,19.315,0.023,0.052,18.512,0.015,0.013,18.087,0.015,0.003,17.661,0.013,0.006,7,17,9,16,40.30512,42.64085,2,41,13.23,42,38,27.1
502013,2724.18,919.27,99.999,9.999,9.999,18.513,0.048,0,17.457,0.026,0,16.238,0.024,0,0,1,3,2,40.53861,42.44532,2,42,9.27,42,26,43.1
504148,254.03,2726.37,19.527,0.069,0,18.514,0.027,0,17.787,0.024,0,17.173,0.022,0,1,2,3,3,40.05181,42.89996,2,40,12.43,42,53,59.8
7093,1894.82,1163.04,20.006,0.048,0.051,18.514,0.013,0.01,17.427,0.011,0.015,16.229,0.009,0.011,2,19,13,19,40.46914,42.6005,2,41,52.59,42,36,1.8
9081,1493.43,1521.58,19.994,0.081,0,18.514,0.014,0.002,17.513,0.013,0.008,16.499,0.011,0.002,1,16,10,17,40.37356,42.67405,2,41,29.66,42,40,26.6
504152,2748.62,2730.82,99.999,9.999,9.999,18.515,0.029,0,18.003,0.029,0,17.534,0.03,0,0,2,3,2,40.07499,42.42871,2,40,18,42,25,43.4
8435,1477.3,1403.82,19.791,0.029,0.039,18.515,0.014,0.004,17.711,0.013,0.022,17.028,0.012,0.006,7,17,10,17,40.40369,42.67786,2,41,36.89,42,40,40.3
4772,648.01,781.66,20.051,0.096,0,18.516,0.015,0.004,17.543,0.012,0.014,16.632,0.011,0.004,1,16,10,17,40.55679,42.83842,2,42,13.63,42,50,18.3
5533,948.46,903.57,19.072,0.018,0.019,18.518,0.015,0.016,18.229,0.014,0.019,17.878,0.012,0.014,10,17,11,18,40.52788,42.78091,2,42,6.69,42,46,51.3
501626,2309.8,469.98,19.989,0.085,0,18.518,0.029,0,17.635,0.022,0,16.83,0.022,0,1,2,2,3,40.65039,42.5263,2,42,36.09,42,31,34.7
504001,382.22,2620.26,19.886,0.097,0,18.518,0.028,0,17.453,0.023,0,16.323,0.019,0,1,2,2,3,40.08042,42.8765,2,40,19.3,42,52,35.4
504036,1528.62,2643.77,19.322,0.041,0,18.518,0.029,0,18.044,0.023,0,17.607,0.025,0,2,2,3,2,40.0855,42.65978,2,40,20.52,42,39,35.2
2407,509.49,389.56,19.171,0.021,0.001,18.519,0.015,0.002,18.116,0.014,0.016,17.717,0.013,0.01,8,16,10,16,40.65674,42.86692,2,42,37.62,42,52,0.9
500100,1535.23,1900.12,19.614,0.045,0,18.519,0.015,0.017,17.676,0.015,0.017,16.851,0.011,0.001,4,16,9,17,40.27665,42.66367,2,41,6.4,42,39,49.2
502030,-93.76,932.28,19.895,0.071,0,18.52,0.022,0.027,17.638,0.016,0.032,16.875,0.014,0.001,1,3,5,6,40.51173,42.97764,2,42,2.81,42,58,39.5
10709,1949.31,1822.51,19.016,0.02,0.037,18.52,0.014,0.005,18.191,0.016,0.023,17.842,0.013,0.024,9,17,10,16,40.30034,42.58596,2,41,12.08,42,35,9.4
502930,2064.34,1785.69,19.854,0.073,0,18.52,0.024,0,17.618,0.022,0,16.805,0.024,0,1,2,3,3,40.31082,42.56447,2,41,14.6,42,33,52.1
283,1215.35,43.7,19.13,0.024,0.042,18.523,0.015,0.028,18.121,0.025,0,17.765,0.014,0.02,6,13,2,12,40.75135,42.73553,2,43,0.32,42,44,7.9
503785,15.67,2488.82,19.236,0.047,0,18.524,0.028,0,18.058,0.024,0,17.647,0.026,0,2,2,3,3,40.11078,42.94668,2,40,26.59,42,56,48
502245,1.93,1126.73,19.963,0.049,0.08,18.524,0.024,0.028,17.374,0.014,0.011,16.096,0.013,0.014,2,3,6,6,40.46232,42.95835,2,41,50.96,42,57,30.1
3744,469.86,610.34,20.019,0.058,0,18.525,0.016,0.012,17.554,0.012,0.002,16.612,0.011,0.001,1,15,10,17,40.59949,42.87311,2,42,23.88,42,52,23.2
503181,1623.91,2083.04,19.682,0.04,0,18.527,0.035,0,17.815,0.021,0,17.214,0.022,0,1,2,3,3,40.23047,42.64568,2,40,55.31,42,38,44.5
501082,-50.47,-125.23,20.166,0.08,0,18.527,0.054,0,17.709,0.021,0,16.839,0.02,0,1,1,3,3,40.78525,42.97565,2,43,8.46,42,58,32.4
11014,352.77,1878.15,19.277,0.024,0.029,18.528,0.014,0.017,18.08,0.015,0.019,17.646,0.013,0.004,9,17,10,16,40.27151,42.8872,2,41,5.16,42,53,13.9
501888,2020.98,773.16,19.738,0.051,0,18.53,0.027,0,17.755,0.025,0,17.132,0.025,0,1,2,2,3,40.57028,42.57906,2,42,16.87,42,34,44.6
3619,1228.1,589.02,19.2,0.021,0.031,18.53,0.014,0.017,18.099,0.016,0.009,17.705,0.013,0.023,9,15,9,16,40.61114,42.72997,2,42,26.67,42,43,47.9
4376,598.95,719.17,20.008,0.077,0,18.531,0.015,0.005,17.269,0.012,0.005,15.704,0.01,0,1,16,10,17,40.57249,42.84806,2,42,17.4,42,50,53
500862,96.58,-285.54,99.999,9.999,9.999,18.531,0.063,0,17.441,0.021,0,16.196,0.019,0,0,1,2,3,40.82776,42.94875,2,43,18.66,42,56,55.5
501743,2109.91,596.19,19.027,0.04,0,18.532,0.035,0,18.139,0.029,0,17.763,0.026,0,2,2,2,2,40.61642,42.56332,2,42,27.94,42,33,47.9
500985,1585.86,-190.92,20.138,0.096,0,18.532,0.028,0,17.403,0.023,0,16.091,0.019,0,1,2,3,3,40.8145,42.66683,2,43,15.48,42,40,0.6
500263,-44.4,-673.04,99.999,9.999,9.999,18.532,0.048,0,17.934,0.022,0,17.31,0.021,0,0,1,2,2,40.92681,42.97746,2,43,42.43,42,58,38.9
503933,189.67,2575.51,19.285,0.039,0,18.533,0.026,0,18.054,0.026,0,17.597,0.024,0,2,2,2,3,40.09009,42.91319,2,40,21.62,42,54,47.5
10317,1917.33,1746.79,19.325,0.024,0.003,18.535,0.016,0.005,18.086,0.015,0.002,17.645,0.013,0.003,8,15,10,16,40.31948,42.5925,2,41,16.68,42,35,33
504025,-20.98,2634.53,19.182,0.048,0,18.537,0.029,0,18.216,0.027,0,17.808,0.028,0,2,2,2,2,40.07281,42.95256,2,40,17.47,42,57,9.2
503539,-210.13,2328.43,19.199,0.045,0,18.538,0.031,0,18.109,0.025,0,17.719,0.033,0,2,2,2,2,40.15003,42.99046,2,40,36.01,42,59,25.6
500578,1490.73,-473.35,19.934,0.078,0,18.539,0.029,0,17.309,0.021,0,15.814,0.019,0,1,2,3,3,40.8864,42.68633,2,43,32.74,42,41,10.8
503646,156.91,2389.92,19.799,0.08,0,18.539,0.029,0,17.68,0.02,0,16.903,0.022,0,1,2,3,3,40.13766,42.92069,2,40,33.04,42,55,14.5
